"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.544654042E0,3.394940186E-1,9.586814117E0,-4.068539429E0,1.041994598E1
2.554675042E0,7.876620483E-1,1.053359528E1,-3.783981171E0,1.122031882E1
2.564695042E0,1.117426300E0,1.134296219E1,-3.472029877E0,1.191496640E1
2.574716042E0,1.135838013E0,1.171673492E1,-3.073109436E0,1.216618292E1
2.584736042E0,1.080153809E0,1.175161240E1,-3.021017761E0,1.218169424E1
2.594756042E0,1.016087036E0,1.160836029E1,-3.182232513E0,1.207944805E1
2.604777042E0,9.458830261E-1,1.138966507E1,-3.236868896E0,1.187840416E1
2.614797042E0,8.845106506E-1,1.105840393E1,-3.169059906E0,1.153748661E1
2.624818042E0,8.249345398E-1,1.079689774E1,-2.967878265E0,1.122772546E1
2.634838042E0,8.409512329E-1,1.069690567E1,-2.840942230E0,1.109963705E1
2.644859042E0,9.286688232E-1,1.050455566E1,-2.916385345E0,1.094136276E1
2.654879167E0,9.862989807E-1,1.047746201E1,-2.926115112E0,1.092300991E1
2.664900167E0,9.156459045E-1,1.046354095E1,-2.779120789E0,1.086497166E1
2.674920167E0,6.694079590E-1,1.048644333E1,-2.654130707E0,1.083780469E1
2.684941167E0,4.354444885E-1,1.052326675E1,-2.556982727E0,1.083821552E1
2.694961167E0,2.243833923E-1,1.053584061E1,-2.434237976E0,1.081572003E1
2.704981167E0,6.810836792E-2,1.043240570E1,-2.106719055E0,1.064321345E1
2.715002167E0,-1.474433899E-1,1.041968216E1,-1.856738892E0,1.058484743E1
2.725022167E0,-3.570075989E-1,1.025577301E1,-1.557960205E0,1.037957487E1
2.735043167E0,-4.670288086E-1,1.025786865E1,-1.299148407E0,1.035035129E1
2.745063167E0,-5.797444153E-1,1.018032990E1,-1.124761047E0,1.025866988E1
2.755084167E0,-5.578898621E-1,1.016176849E1,-8.391549683E-1,1.021160913E1
2.765104167E0,-4.911286926E-1,1.016655853E1,-6.021977234E-1,1.019621312E1
2.775125167E0,-3.876937866E-1,1.010159363E1,-3.356021118E-1,1.011459980E1
2.785145167E0,-2.679428101E-1,9.945767670E0,-6.301895142E-2,9.949575834E0
2.795166167E0,-5.957611084E-2,9.898466034E0,1.169068909E-1,9.899335652E0
2.805186167E0,6.556365967E-2,9.780062256E0,2.670446777E-1,9.783927084E0
2.815207167E0,1.847158813E-1,9.865534515E0,4.243675232E-1,9.876384917E0
2.825227167E0,3.243754578E-1,9.909842377E0,3.522175598E-1,9.921403760E0
2.835247167E0,4.008663940E-1,9.929451599E0,1.642085266E-1,9.938896688E0
2.845268167E0,3.888912964E-1,1.009141479E1,1.362167358E-2,1.009891452E1
2.855288167E0,3.703298950E-1,1.014889526E1,-2.174977112E-1,1.015797837E1
2.865309167E0,4.059558105E-1,1.008452911E1,-5.032534790E-1,1.010523585E1
2.875329167E0,3.766168213E-1,9.995314636E0,-8.376580811E-1,1.003742128E1
2.885350167E0,3.475772095E-1,9.822873230E0,-1.258283386E0,9.909234354E0
2.895370167E0,3.306623840E-1,9.723928986E0,-1.636995850E0,9.866300621E0
2.905391167E0,3.083587646E-1,9.629625092E0,-1.894310760E0,9.819021224E0
2.915411167E0,3.203338623E-1,9.503437500E0,-2.153721313E0,9.749689923E0
2.925431167E0,2.743794250E-1,9.441616058E0,-2.448907471E0,9.757896580E0
2.935452167E0,1.713935852E-1,9.382788391E0,-2.726580048E0,9.772427155E0
2.945472167E0,1.194515991E-1,9.256600800E0,-2.929108887E0,9.709717087E0
2.955493167E0,1.038839722E-1,9.166488190E0,-2.955304413E0,9.631672845E0
2.965513167E0,1.746867371E-1,9.233997803E0,-2.859204254E0,9.668106322E0
2.975534167E0,1.686991882E-1,9.232051849E0,-2.928809509E0,9.686958548E0
2.985554167E0,2.574645996E-1,9.282646637E0,-2.935246124E0,9.739070100E0
2.995575167E0,4.239184570E-1,9.480385437E0,-2.736010437E0,9.876394484E0
3.005595167E0,4.953199768E-1,9.488768005E0,-2.709814911E0,9.880544367E0
3.015616167E0,3.296145630E-1,9.394613800E0,-2.643053741E0,9.764893614E0
3.025636167E0,1.348695374E-1,9.387279053E0,-2.391427002E0,9.688040097E0
3.035656167E0,2.155517578E-2,9.420360260E0,-2.300865326E0,9.697300310E0
3.045677167E0,-1.237925720E-1,9.521100769E0,-2.359094238E0,9.809791541E0
3.055697167E0,-2.935395813E-1,9.544452209E0,-2.335892487E0,9.830520188E0
3.065718167E0,-3.715274048E-1,9.659712524E0,-2.389630737E0,9.957831778E0
3.075738167E0,-3.564088440E-1,9.372609558E0,-2.391876068E0,9.679561370E0
3.085759167E0,-3.162922668E-1,9.226513367E0,-2.438578949E0,9.548573558E0
3.095779167E0,-2.906954956E-1,9.310937805E0,-2.535577240E0,9.654388568E0
3.105800167E0,-3.137475586E-1,9.242230682E0,-2.481539612E0,9.574722156E0
